(27030000, 2769000, 6893000)
(36630000, 4310000, 10470000)
(50760000, 5675000, 13910000)
(59520000, 7123000, 17240000)
(35590000, 4237000, 10270000)
(60980000, 6887000, 16850000)
(67110000, 7072000, 17520000)
(62500000, 7013000, 17180000)
(64520000, 7375000, 18010000)
(64520000, 6868000, 16990000)
(68490000, 7800000, 19060000)
(67110000, 7974000, 19330000)
